"HTS Number","COMMODITIES","IMPORT"
"73181450","Iron or steel, self-tapping screws, w/shanks or threads 6 mm or more in diameter","13,445,563"
"73181520","Iron or steel, bolts and bolts & their nuts or washers, imported in the same shipment","272,700,894"
"73181540","Iron or steel, machine screws (o/than cap screws), 9.5 mm or more in length and 3.2 mm in diameter","23,531,320"
"73181550","Iron or steel, threaded studs","79,074,863"
"73181560","Iron or steel, screws and bolts, nesoi, having shanks or threads less than 6 mm in diameter","15,551,517"
"73181580","Iron or steel, screws and bolts, nesoi, having shanks or threads 6 mm or more in diameter","104,585,332"
"73181900","Iron or steel, threaded articles similar to screws, bolts, nuts, coach screws & screw hooks, nesoi","32,500,116"
"73182100","Iron or steel, spring washers and other lock washers","10,132,327"
"73182200","Iron or steel, washers (o/than spring washers and other lock washers)","88,721,680"
"73182300","Iron or steel, rivets","11,586,919"
"73182400","Iron or steel, cotters and cotter pins","8,625,819"
"73182900","Iron or steel, nonthreaded articles similar to rivets, cotters, cotter pins, washers and spring washers","59,651,971"
"73201030","Iron or steel, leaf springs & leaves therefore, to be used in motor vehicles having a G.V.W. not exceeding 4 metric tons","1,724,539"
"73201060","Iron or steel, leaf springs & leaves therefore, suitable for motor vehicle suspension (o/than for motor vehicles w/a G.V.W. o/4 metric tons)","14,726,377"
"73201090","Iron or steel, leaf springs & leaves therefore, not suitable for motor vehicle suspension","17,513,710"
"73209010","Iron or steel, hairsprings","225,748"
"73209050","Iron or steel, springs (o/than leaf springs, helical springs or hairsprings)","16,226,649"
"73211110","Iron or steel, portable non-electric domestic cooking appliances and plate warmers, for gas fuel or for both gas and other fuels","149,347,055"
"73211130","Iron or steel, nonportable non-electric domestic stoves or ranges, for gas fuel or for both gas and other fuels","39,733,152"
"73211160","Iron or steel, nonportable non-electric domestic cook. appl. (o/th stoves or ranges) & plate warmers, for gas fuel or both gas & other fuels","1,040,664,567"
"73219010","Iron/steel, cooking chambers for nonportable non-electric domestic stoves or ranges, for gas or for gas and other fuels","11,777,093"
"73219020","Iron/steel, top surface panels w/ or w/o burners/controls for nonportable non-elect. domest. stoves or ranges, for gas or gas & other fuels","890,909"
"73219040","Iron/steel, door assmbly w/more than one of inner panel, out. panel, window, insul., for non-elect. stoves or ranges, for gas or gas & other","375,302"
"73219050","Iron/steel, parts of nonportable non-electric domestic stoves or ranges, nesoi, for gas fuel or for both gas and other fuels","19,857,635"
"73219060","Iron/steel, parts, of nonelectric domestic cooking and warming appliances, nesoi","112,230,716"
"73221100","Cast iron, non-electrically heated radiators and parts thereof, for central heating","5,459,028"
"73221900","Iron (o/than cast) or steel, non-electrically heated radiators and parts thereof, for central heating","1,751,372"
"73229000","Iron or steel, non-electrically heated air heaters and hot air distributors w/motor driven fan or blower and parts thereof","106,890,549"
"73231000","Iron or steel wool; iron or steel pot scourers and scouring or polishing pads, gloves and the like","22,762,758"
"73239990","Iron (o/th cast)/steel (o/th tinplate or stainless), table, kitchen (o/th cooking.) or o/household arts & part, n/coated/plated w/prec.metal","610,129,113"
"73241000","Stainless steel, sinks and wash basins","135,447,199"
"73242110","Cast iron, baths (whether or not enameled), coated or plated with precious metal","75,044"
"73242150","Cast iron, baths (whether or not enameled), not coated or plated with precious metal","10,442,886"
"73249000","Iron or steel, sanitary ware (o/than baths or stainless steel sinks and wash basins) and parts thereof","145,532,174"
"73251000","Nonmalleable cast iron, articles, nesoi","39,331,447"
"73259100","Iron or steel, cast grinding balls and similar articles for mills","1,277,526"
"73259910","Cast iron (o/than nonmalleable cast iron), articles nesoi","43,512,423"
"73259950","Steel, cast articles nesoi","95,467,749"
"73261100","Iron or steel, forged or stamped grinding balls and similar articles for mills","46,235,742"
"73261900","Iron or steel, articles forged or stamped but n/further worked, nesoi","41,590,626"
"73262000","Iron or steel, articles of wire, nesoi","223,475,121"
"73269010","Tinplate, articles nesoi","42,507,888"
"73269025","Iron or steel, cable or inner wire for caliper and cantilever brakes and casing therefore, whether or not cut to length","1,158,323"
"73269035","Iron or steel, containers of a kind normally carried on the person, in the pocket or in the handbag, nesoi","12,176,983"
"73269045","Iron or steel, horse and mule shoes","2,783,251"
"73269060","Iron or steel, articles nesoi, coated or plated with precious metal","506,929"
"73269086","Iron or steel, articles, nesoi","1,351,160,641"
"74010000","Copper mattes; cement copper (precipitated copper)","28,364"
"74031200","Refined copper, wire bars","195,396"
"74031900","Refined copper, unwrought articles nesoi","1,479,592"
"74032100","Copper-zinc base alloys (brass), unwrought nesoi","64,542"
"74032200","Copper-tin base alloys (bronze), unwrought nesoi","41,525"
"74032901","Copper alloys (o/than copper-zinc, copper-tin alloys), unwrought nesoi","144,443"
"74040030","Copper spent anodes; copper waste & scrap containing less than 94% by weight of copper","68,352"
"74040060","Copper, waste and scrap containing 94% or more by weight of copper","2,575,909"
"74050060","Copper master alloys, not containing 5% or more but n/more than 15% by weight of phosphorus","29,321"
"74061000","Copper, powders of non-lamellar structure","2,147,802"
"74062000","Copper, powders of lamellar structure; copper flakes","140,496"
"74071015","Refined copper, hollow profiles","23,030"
"74071030","Refined copper, profiles (o/than hollow profiles)","99,327"
"74071050","Refined copper, bars and rods","4,172,303"
"74072115","Copper-zinc base alloys (brass), hollow profiles","33,528"
"74072130","Copper-zinc base alloys (brass), profiles (o/than hollow profiles)","263,409"
"74072150","Copper-zinc base alloys (brass), low fuming brazing rods","165,966"
"74072170","Copper-zinc base alloys (brass), bars & rods nesoi, having a rectangular cross section","17,041"
"74072190","Copper-zinc base alloys (brass), bars & rods nesoi, not having a rectangular cross section","520,390"
"74072916","Copper alloys , hollow profiles","7,263"
"74072934","Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver), profiles (o/than hollow profiles)","19,131"
"74072938","Copper alloys (o/than cupro-nickel or nickel silver), profiles (o/than hollow profiles)","3,180"
"74072940","Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver), bars & rods","1,618,942"
"74072950","Copper alloys (o/than brass, cupro-nickel or nickel silver), bars and rods","2,943,030"
"74081130","Refined copper, wire, w/maximum cross-sectional dimension over 9.5 mm","4,313,309"
"74081160","Refined copper, wire, w/maximum cross-sectional dimension over 6 mm but not over 9.5 mm","16,783"
"74081900","Refined copper, wire, w/maximum cross-sectional dimension of 6 mm or less","1,465,147"
"74082100","Copper-zinc base alloys (brass), wire","7,957,641"
"74082210","Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver), wire, coated or plated with metal","34,348"
"74082250","Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver), wire, not coated or plated w/metal","816,603"
"74082910","Copper alloys (o/than brass, cupro-nickel or nickel-silver), wire, coated or plated with metal","1,072,726"
"74082950","Copper alloys (o/than brass, cupro-nickel or nickel-silver), wire, not coated or plated with metal","7,678,222"
"74091110","Refined copper, plates, sheets and strip, in coils, with a thickness of 5 mm or more","107,426"
"74091150","Refined copper, plates, sheets and strip, in coils, with a thickness over 0.15mm but less than 5 mm","2,216,712"
"74091910","Refined copper, plates, sheets and strip, not in coils, with a thickness of 5 mm or more","343,964"
"74091950","Refined copper, plates, sheets and strip, not in coils, with a thickness o/0.15mm but less than 5 mm & a width of 500 mm or more","6,776,727"
"74091990","Refined copper, plates, sheets and strip, not in coils, with a thickness o/0.15mm but less than 5 mm & a width of less than 500 mm","80,346"
"74092100","Copper-zinc base alloys (brass), plates, sheets and strip, in coils","92,198"
"74092900","Copper-zinc base alloys (brass), plates, sheets and strip, not in coils","203,362"
"74093110","Copper-tin base alloys (bronze), plates, sheets and strip, in coils. with a thickness of 5 mm or more","21,400"
"74093150","Copper-tin base alloys (bronze), plates, sheets and strip, in coils, with a thickness o/0.15mm but less than 5mm & a width of 500mm or more","56,247"
"74093190","Copper-tin base alloys (bronze), plates, sheets and strip, in coils, w/thickness o/0.15mm but less than 5mm & a width of less than 500mm","2,970,900"
"74093910","Copper-tin base alloys (bronze), plates, sheets and strip, with a thickness of 5 mm or more","24,332"
"74094000","Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver), plates, sheets and strip, w/thickness o/0.15mm","964,336"
"74099050","Copper alloys (o/than brass/bronze/cupro-nickel/nickel silver), plates, sheets & strip, w/thick. o/0.15mm but less th/5mm & width 500mm+","66,718"
"74099090","Copper alloys (o/than brass/bronze/cupro-nickel/nickel silver), plates, sheets & strip, w/thick. o/0.15mm but less th/5mm & width less 500mm","381,383"
"74101100","Refined copper, foil, w/thickness of 0.15 mm or less, not backed","1,015,952"
"74101200","Copper alloys, foil, w/thickness of 0.15 mm or less, not backed","833,733"
"74102130","Refined copper, clad laminates, w/thickness of 0.15 mm or less, backed","4,072,326"
"74102160","Refined copper, foil, w/thickness of 0.15 mm or less, backed","138,968"
"74102200","Copper alloys, foil, w/thickness of 0.15 mm or less, backed","180,736"
"74111010","Refined copper, tubes and pipes, seamless","2,642,764"
"74111050","Refined copper, tubes and pipes, other than seamless","795,998"
"74112110","Copper-zinc base alloys (brass), tubes and pipes, seamless","25,488,950"
"74112150","Copper-zinc base alloys (brass), tubes and pipes, other than seamless","1,293,835"
"74112200","Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel-silver), tubes and pipes","10,005,781"
"74112910","Copper alloys (o/than brass/cupro-nickel/nickel-silver), pipes and tubes, seamless","2,727,196"
"74112950","Copper alloys (o/than brass/cupro-nickel/nickel-silver), pipes and tubes, other than seamless","1,251,770"
"74121000","Refined copper, fittings for tubes and pipes","19,712,588"
"74122000","Copper alloys, fittings for tubes and pipes","168,914,873"
"74130010","Copper, stranded wire, not electrically insulated, not fitted with fittings and not made up into articles","262,992"
"74130050","Copper, cables, plaited bands and the like, not fitted with fittings and not made up into articles","503,734"
"74130090","Copper, stranded wire, cables, plaited bands and the like, not electrically insulated, fitted with fittings or made up into articles","1,421,609"
"74151000","Copper or iron/steel w/heads of copper, nails and tacks, drawing pins, staples and similar articles","409,159"
"74152100","Copper, washers (including spring washers)","1,736,312"
"74152900","Copper, rivets, cotters, cotter pins and similar non-threaded articles (o/than washers)","3,380,058"
"74153305","Copper screws for wood","1,567,616"
"74153310","Muntz or yellow metal copper bolts","86,633"
"74153380","Screws (other than wood screws), bolts (other than Muntz or yellow metal) and nuts, of copper, threaded, nesoi","13,441,149"
