"HTS Number","COMMODITIES","IMPORT"
"52093130","Dyed, plain weave certified hand-loomed fabrics of cotton, containing 85% or more cotton by weight, weighing more than 200 g/m2","5,863"
"52093160","Dyed, plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing more than 200 g/m2, nesoi","1,269,844"
"52093200","Dyed 3- or 4-thread twill fabrics of cotton, including cross twill, containing 85% or more cotton by weight, weighing more than 200 g/m2","1,250,975"
"52093900","Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2","2,355,611"
"52094160","Plain weave fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors","716,845"
"52094200","Denim containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors","5,983,666"
"52094300","3- or 4-thread twill fabrics of cotton,incl. cross twill, nesoi, 85% or more cotton by wt, weighing ov 200g/m2, of yarns of different colors","715,949"
"52094900","Woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors","1,329,138"
"52095130","Printed plain weave certified hand-loomed fabrics of cotton, containing 85% or more cotton by weight, weighing more than 200 g/m2","11,484"
"52095160","Printed plain weave fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2","1,349,779"
"52095200","Printed 3- or 4-thread twill fabrics of cotton, including cross twill, containing 85% or more cotton by weight, weighing more than 200 g/m2","325,797"
"52095900","Printed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2","1,378,486"
"52101140","Unbleached plain weave fabrics of cotton, < 85% cotton, mixed mainly/solely with man-made fibers, wt < 200 g/m2, of number 42 or lower","5,625,740"
"52101160","Unbleached plain weave fabrics of cotton, < 85% cotton, mixed mainly/solely with man-made fibers, wt < 200 g/m2, of numbers 43-68","10,259,558"
"52101180","Unbleached plain weave fabrics of cotton, < 85% cotton, mixed mainly/solely with man-made fibers, wt < 200 g/m2, of number 69 or higher","44,108"
"52101910","Unbleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, < 85% cotton by wt, mixed mainly/solely with mm fibers, n/o 200 g/m2","13,517,338"
"52101920","Unbleached satin or twill weave fabrics of cotton, < 85% cotton by wt, mixed mainly/solely with man-made fibers, not more than 200 g/m2","61,766"
"52101940","Unbleached woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 42 or lower","10,178"
"52101960","Unbleached woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of numbers 43-68","10,442"
"52101980","Unbleached woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly/solely w/man-made fibers, n/o 200 g/m2, of number 69 or higher","2,044"
"52102140","Bleached plain weave fabrics of cotton, < 85% cotton by wt, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 42 or lower","1,221,330"
"52102160","Bleached plain weave fabrics of cotton, < 85% cotton by wt, mixed mainly/solely with man-made fibers, not over 200 g/m2, of numbers 43-68","522,473"
"52102180","Bleached plain weave fabrics of cotton, < 85% cotton by wt, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 69 or higher","51,364"
"52102910","Bleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, < 85% cotton by wt, mixed mainly/solely w/man-made fibers, n/o 200 g/m2","2,905"
"52102920","Bleached satin or twill weave fabrics of cotton, < 85% cotton by weight, mixed mainly/solely with man-made fibers, not more than 200 g/m2","115,016"
"52102940","Bleached woven fabrics of cotton, nesoi, < 85% cotton by weight, mixed mainly/solely w/man-made fibers, n/o 200 g/m2, of number 42 or lower","9,302"
"52102960","Bleached woven fabrics of cotton, nesoi, < 85% cotton by weight, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of numbers 43-68","38,495"
"52102980","Bleached woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 69 or higher","39,052"
"52103140","Dyed plain weave fabrics of cotton, < 85% cotton by wt, mixed mainly/solely with man-made fibers, not over 200 g/m2, of number 42 or lower","2,093,577"
"52103160","Dyed plain weave fabrics of cotton, < 85% cotton by wt, mixed mainly/solely with man-made fibers, not over 200 g/m2, of numbers 43-68","1,127,195"
"52103180","Dyed plain weave cotton fabrics, < 85% cotton by wt, mixed mainly/solely with man-made fibers, not over 200 g/m2, of number 69 or higher","85,380"
"52103200","Dyed 3 or 4-thread twill fabrics of cotton, incl. cross twill, < 85% cotton by wt, mixed mainly/solely with man-made fibers, wt n/o 200 g/m2","8,593"
"52103920","Dyed satin or twill weave fabrics of cotton, < 85% cotton by wt, mixed mainly/solely with man-made fibers, weighing not more than 200 g/m2","101,686"
"52103940","Dyed woven fabrics of cotton, nesoi, < 85% cotton by weight, mixed mainly/solely w/man-made fibers, not over 200 g/m2, of number 42 or lower","41,797"
"52103960","Dyed woven fabrics of cotton, nesoi, < 85% cotton by weight, mixed mainly/solely w/man-made fibers, not over 200 g/m2, of numbers 43-68","34,726"
"52103980","Dyed woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly/solely w/man-made fibers, not over 200 g/m2, of number 69 or higher","27,575"
"52104140","Plain weave cotton fabrics, < 85% cotton by wt, mixed mainly/solely w/mm fibers, n/o 200 g/m2, of number 42 or lower, of yarn of diff colors","6,319"
"52104160","Plain weave cotton fabrics, < 85% cotton by wt, mixed mainly/solely w/mm fibers, n/o 200 g/m2, of numbers 43-68, of yarn of different colors","308,216"
"52104180","Plain weave cotton fabrics, < 85% cotton by wt, mixed mainly/solely w/mm fibers, n/o 200 g/m2, number 69 or higher, of yarn of diff colors","81,168"
"52104910","3- or 4-thread twill fabrics of cotton,incl. cross twill,< 85% cotton by wt,mixed mainly/solely w/mm fibers,n/o 200 g/m2,of yarn diff colors","11,354"
"52104920","Satin or twill weave fabrics of cotton,< 85% cotton by wt,mixed mainly/solely w/mm fibers, wt n/o 200g/m2, of yarn of different colors,nesoi","3,952"
"52104940","Woven fabrics of cotton,nesoi,< 85% cotton by wt,mixed mainly/solely w/mm fibers, n/o 200g/m2, of number 42 or lower, of yarn of diff colors","283,820"
"52104960","Woven fabrics of cotton,nesoi,< 85% cotton by wt,mixed mainly/solely w/man-made fibers, n/o 200 g/m2, numbers 43-68, of yarn of diff colors","76,083"
"52104980","Woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly with m-m fibers, n/o 200 g/m2, number 69 or higher, of yarn of diff colors","54,127"
"52105140","Printed plain weave cotton fabrics, < 85% cotton by wt, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 42 or lower","64,412"
"52105160","Printed plain weave cotton fabrics, < 85% cotton by wt, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of numbers 43-68","52,547"
"52105180","Printed plain weave cotton fabrics, < 85% cotton by weight, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 69 or higher","47,628"
"52105910","Printed 3- or 4-thread twill fabrics of cotton, incl. cross twill, < 85% cotton by wt, mixed mainly/solely w/man-made fibers, n/o 200 g/m2","55,595"
"52105920","Printed satin or twill weave cotton fabrics, nesoi, < 85% cotton by wt, mixed mainly/solely with man-made fibers, weighing n/o 200 g/m2","7,968"
"52105960","Printed woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly/solely with man-made fibers, weighing n/o 200g/m2, of numbers 43-68","7,523"
"52105980","Printed woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly/solely w/man-made fibers, weighing n/o 200g/m2, number 69 or higher","56,815"
"52111100","Unbleached plain weave fabrics of cotton, < 85% cotton by wt, mixed mainly/solely with man-made fibers, over 200 g/m2","116,246"
"52111200","Unbleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, < 85% cotton by wt, mixed mainly/solely w/man-made fiber, ov 200 g/m2","461,761"
"52111900","Unbleached woven fabrics of cotton, nesoi, containing < 85% cotton by weight, mixed mainly/solely with man-made fibers, more than 200 g/m2","413,205"
"52112021","Bleached plain weave fabrics of cotton, < 85% cotton by weight, mixed mainly/solely with man-made fibers, over 200 g/m2","35,916"
"52112022","Bleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, < 85% cotton by wt, mixed mainly/solely w/man-made fibers, over 200 g/m2","191,434"
"52112029","Bleached woven fabrics of cotton, nesoi, containing < 85% cotton by weight, mixed mainly/solely with man-made fibers, more than 200g/m2","180,631"
"52113100","Dyed plain weave fabrics of cotton, containing < 85% cotton by weight, mixed mainly/solely with man-made fibers, more than 200 g/m2","1,084,339"
"52113200","Dyed 3- or 4-thread twill fabrics of cotton, incl. cross twill, < 85% cotton by wt, mixed mainly/solely w/man-made fibers, more than 200g/m2","355,396"
"52113900","Dyed woven fabrics of cotton, nesoi, < 85% cotton by weight, mixed mainly/solely with man-made fibers, weighing more than 200g/m2","2,543,187"
"52114100","Plain weave fabrics of cotton, < 85% cotton by weight, mixed mainly/solely with man-made fibers, over 200g/m2, of yarns of different colors","73,188"
"52114200","Denim containing < 85% cotton by wt, mixed mainly/solely w/man-made fibers, weighing > 200 g/m2, of yarns of different colors","8,398,465"
"52114300","3-or 4-thread twill fab of cotton,incl cross twill,nesoi,< 85% cotton wt,mixed mainly/solely w/mm fibers,ov 200 g/m2, of yarn of diff colors","121,176"
"52114900","Woven fabrics of cotton, nesoi, < 85% cotton by weight, mixed mainly/solely w/manmade fibers, over 200g/m2, of yarns of different colors","2,518,674"
"52115100","Printed plain weave fabrics of cotton, < 85% cotton by wt, mixed mainly/solely with man-made fibers, weighing more than 200g/m2","107,040"
"52115200","Printed 3- or 4-thread twill fabrics of cotton, incl cross twill, < 85% cotton by wt, mixed mainly/solely with man-made fibers, over 200g/m2","370,181"
"52115900","Printed woven fabrics of cotton, nesoi, < 85% cotton by weight, mixed mainly/solely with man-made fibers, weighing more than 200g/m2","99,610"
"52121110","Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing not more than 200 g/m2, unbleached","1,873"
"52121160","Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, unbleached","54,844"
"52121260","Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, bleached","58,865"
"52121360","Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, dyed","1,136,385"
"52121460","Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, of yarns of different colors","150,909"
"52121560","Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, printed","335,454"
"52122110","Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing more than 200 g/m2, unbleached","31,703"
"52122160","Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, unbleached","180,751"
"52122260","Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, bleached","116,246"
"52122310","Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing more than 200 g/m2, dyed","6,655"
"52122360","Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, dyed","199,044"
"52122460","Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, of yarns of different colors","586,693"
"52122560","Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, printed","121,270"
"53011000","Flax, raw or retted","347,625"
"53013000","Flax tow and waste (including yarn waste and garnetted stock)","27,139"
"53021000","True hemp, raw or retted","1,582"
"53029000","True hemp, processed but not spun; tow and waste of true hemp (including yarn waste and garnetted stock)","1,483"
"53031000","Jute and other textile bast fibers (excluding flax, true hemp and ramie), raw or retted","84,901"
"53039000","Jute and other textile bast fibers (excluding flax, true hemp and ramie), processed but not spun; tow and waste of these fibers","54,755"
"53050000","Coconut, abaca, ramie, other veg. fibers, nesoi, raw or processed, not spun; tow noils and their wastes (incl. yarn waste and garnetted stoc","1,154,989"
"53061000","Flax yarn, single","63,681"
"53062000","Flax yarn, multiple (folded) or cabled","41,876"
"53071000","Yarn of jute or other textile bast fibers (excluding flax, true hemp, and ramie), single","19,584"
"53072000","Yarn of jute or other textile bast fibers (excluding flax, true hemp, and ramie), multiple (folded) or cabled","550,177"
"53082000","True hemp yarn","852,964"
"53089010","Paper yarn","129,269"
"53089090","Yarn of other vegetable textile fibers, nesoi","817,062"
"53091100","Woven fabrics of flax, containing 85 percent or more by weight of flax, unbleached or bleached","4,848,180"
"53091900","Woven fabrics of flax, containing 85 percent or more by weight of flax, other than unbleached or bleached","7,486,651"
"53092130","Woven fabrics of flax, < 85% by wt of flax, unbleached or bleached, containing < 17% by wt of wool and containing cotton and manmade fibers","199,979"
"53092140","Woven fabrics of flax, containing less than 85 percent by weight of flax, unbleached or bleached, nesoi","2,799,606"
"53092930","Woven fabrics of flax, less than 85% by wt of flax, containing less than 17% by wt of wool and containing cotton and manmade fibers, nesoi","1,260,819"
"53092940","Woven fabrics of flax, containing less than 85 percent by weight of flax, other than unbleached or bleached, nesoi","8,314,139"
"53101000","Unbleached woven fabrics of jute or of other textile bast fibers of heading 5303","2,691,186"
"53109000","Woven fabrics of jute or of other textile bast fibers of heading 5303, other than unbleached","2,913,082"
"53110020","Woven fabrics of other vegetable textile fibers, containing more than 17% by weight of wool or fine animal hair","18,096"
"53110030","Woven fabrics of other vegetable textile fibers, containing cotton and manmade fibers, nesoi","469,359"
"53110040","Woven fabrics of other vegetable textile fibers, nesoi","1,546,466"
"53110060","Woven fabrics of paper yarn","28,954"
"54011000","Sewing thread of synthetic filaments, whether or not put up for retail sale","4,690,041"
"54012000","Sewing thread of artificial filaments, whether or not put up for retail sale","198,359"
"54021130","Single high tenacity yarn of aramids, not put up for retail sale","799,087"
"54021160","Multiple (folded) or cabled high tenacity yarn (except sewing thread) of aramids, not put up for retail sale","652,560"
"54021930","Single high tenacity yarn of nylon or polyamides (except aramids), not put up for retail sale","11,352,428"
"54021960","Multiple (folded) or cabled high tenacity yarn (except sewing thread) of nylon or other polyamides (except aramids), not put up for retail s","712,757"
"54022030","Single high tenacity yarn of polyesters, not put up for retail sale","167,898,202"
"54022060","Multiple (folded) or cabled high tenacity yarn (except sewing thread) of polyesters, not put up for retail sale","10,489,930"
"54023130","Single textured yarn, of nylon or other polyamides, measuring not more than 500 decitex, not put up for retail sale","1,578,158"
"54023160","Multiple or cabled textured yarn (except sewing thread), of polyamides, single yarn not more than 500 decitex, not put up for retail sale","216,005"
"54023230","Single textured yarn, of nylon or other polyamides, measuring more than 500 decitex, not put up for retail sale","1,107,110"
"54023260","Multiple or cabled textured yarn (except sewing thread), of polyamides, single yarn more than 500 decitex, not put up for retail sale","146,716"
"54023330","Single textured yarn of polyesters, not put up for retail sale","20,524,408"
"54023360","Multiple or cabled textured yarn (except sewing thread), of polyesters, not put up for retail sale","14,477,636"
"54023430","Single textured polypropylene yarn, not put up for retail sale","246,393"
"54023460","Multiple or cabled textured polypropylene yarn (except sewing thread), not put up for retail sale","117,333"
"54023931","Single textured yarn, nesoi, not put up for retail sale","590,246"
"54023961","Multiple or cabled textured yarn (except sewing thread), nesoi, not put up for retail sale","393,452"
"54024400","Single elastomeric yarns, monofil, untwisted or with a twist not exceeding 50 turns per meter, not for retail sale","7,038,472"
"54024510","Synth filament yarn, for doll wigs, of colored multifil, untwisted/with twist < 5 turns/meter, of nylon or other polyamide, not retail sale","67,905"
"54024590","Syn filament yarn (not for doll wigs), of colored multifil, untwisted/with twist < 5 turns/meter, of nylon or o/polyamides, not retail sale","7,071,856"
"54024600","Non-textured yarn of polyesters, partially oriented, single, untwisted or with a twist not exceeding 50 turns/m, not put up for retail sale","2,136,948"
"54024710","Single yarn, twist of 0-50 turns/m, wholly polyester, 75-80 decitex, 24 filaments, nesoi, not put up for retail sale","192,026"
"54024790","Single yarn, twist of 0-50 turns/m, other than wholly of polyester, nesoi, not put up for retail sale","12,079,955"
"54024800","Non-textured polypropylene yarns, monofil, untwisted or with a twist not exceeding 50 turns per meter, not for retail sale","943,991"
"54024911","Colored multifilament yarn to be used to make wigs for dolls, of modacrylic, untwisted or twisted, < 5 turns per meter, not for retail sale","182,316"
"54024991","Other yarns, monofil; multifil, untwisted or twisted > or = to 5, not exceeding 50 turns per meter of other synthetic, not for retail sale","1,310,028"
"54025100","Nylon or other polyamide yarns, single, with a twist exceeding 50 turns/m, not put up for retail sale","114,955"
"54025210","Single yarn, twist exceeding 50 turns/m, wholly polyester, 75-80 decitex, 24 filaments, nesoi, not put up for retail sale","103,789"
"54025290","Single yarn, twist exceeding 50 turns/m, other than wholly of polyester, nesoi, not put up for retail sale","129,213"
"54025300","Synthetic filament yarn of polypropylene: single other twisted yarns exc nylon/polyester, >50 turns/M, not put up for retail sale","417,082"
"54025901","Synthetic filament yarn nesoi: single other twisted yarns exc nylon/polyester, >50 turns/M, not put up for retail sale","190,518"
"54026100","Nylon or other polyamide yarn, multiple (folded) or cabled, (except sewing thread), not put up for retail sale","1,034,433"
"54026200","Polyester yarn, multiple (folded) or cabled, (except sewing thread), not put up for retail sale","2,770,373"
"54026300","Synthetic filament yarn exc sewing thread of polypropylene, not for retail sale inc monofilament <67 decitex:other yarn multiple (folded) or cabled","24,718"
"54026901","Synthetic filament yarn exc sewing thread nesoi, not for retail sale inc monofilament <67 decitex:other yarn multiple (folded) or cabled","110,064"
"54031060","Multiple (folded) or cabled high tenacity yarn of viscose rayon (except sewing thread), not put up for retail sale","3,775"
"54033100","Single yarn of viscose rayon (not high ten. or sewing thread), untwisted or with a twist not over 120 turns/m, not put up for retail sale","12,778"
"54033200","Single yarn of viscose rayon (not high ten. or sewing thread), with twist exceeding 120 turns/m, not put up for retail sale","14,816"
"54033300","Single yarn of cellulose acetate (not high ten. or sewing thread), not put up for retail sale","7,133"
"54033910","Single textured artificial filament yarn (other than sewing thread), not put up for retail sale","1,092"
"54034100","Viscose rayon yarn (except sewing thread), multiple (folded) or cabled, not put up for retail sale","979,099"
"54034990","Multiple (folded) or cabled non-textured artificial filament yarn (other than sewing thread), not put up for retail sale","32,286"
"54041100","Synthetic monofilament (exc. polypropylene), elastomeric, of 67 decitex or more and with no cross-sectional dimension > 1 mm, nesoi","159,096"
"54041210","Polypropylene monofilament of 67 decitex or more (not racket strings), and with no cross-sectional dim. > 1 mm, not over 254 mm in length","27,256"
"54041290","Polypropylene monofilament of 67 decitex or more (not racket strings), and with no cross-sectional dim. > 1 mm, over 254 mm in length","244,187"
"54041910","Racket strings of synthetic monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm","123,819"
"54041980","Synthetic monofilament (exc. polypropylene), of 67 decitex or more and with no cross-sectional dimension > 1 mm, nesoi","4,650,512"
"54049000","Strip and the like of synthetic textile materials of an apparent width not exceeding 5 mm","10,183,379"
"54050030","Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm","12,511"
"54050060","Strip and the like of artificial textile materials of an apparent width not exceeding 5 mm","78,389"
"54060010","Synthetic filament yarn (except sewing thread), put up for retail sale","5,095,760"
"54060020","Artificial filament yarn (except sewing thread), put up for retail sale","41,382"
"54071000","Woven fabrics obtained from high tenacity yarn of nylon or other polyamides or of polyesters","6,297,834"
"54072000","Woven fabrics obtained from strip or the like of synthetic textile materials","43,570,215"
"54073010","Woven fabrics specified in note 9 to section XI, of synthetic filament yarn, over 60 percent by weight of plastics","858,870"
"54073090","Woven fabrics specified in note 9 to section XI, of synthetic filament yarn, nesoi","9,108"
"54074100","Woven fabrics, containing 85 percent or more by weight of filaments of nylon or other polyamides, unbleached or bleached","1,738,065"
"54074200","Woven fabrics, containing 85 percent or more by weight of filaments of nylon or other polyamides, dyed","2,781,177"
"54074310","Woven fabrics, over 85% by wt fil. of nylon/other polyamides, of diff colored yarns, thread count over 69-142/cm warp, over 31-71/cm filling","2,068"
"54074320","Woven fabrics, containing 85 percent or more by weight of filaments of nylon or other polyamides, of yarns of different colors, nesoi","3,102,823"
"54074400","Woven fabrics, containing 85 percent or more by weight of filaments of nylon or other polyamides, printed","295,122"
"54075100","Woven fabrics, containing 85 percent or more by weight of textured polyester filaments, unbleached or bleached","8,365,837"
"54075205","Woven fabrics, over 85 percent textured polyester filaments, dyed, less than 77 cm in width, thread count 69-142/cm warp, 31-71/cm filling","187,250"
"54075220","Woven fabrics, over 85 percent textured polyester filaments, dyed, nesoi","28,967,464"
"54075310","Woven fabrics, over 85% textured polyester filaments, of different colored yarns, thread count 69-142/cm warp and 31-71/cm filling","160,493"
"54075320","Woven fabrics, containing 85 percent or more by weight of textured polyester filaments, of yarns of different colors, nesoi","20,623,211"
"54075400","Woven fabrics, containing 85 percent or more by weight of textured polyester filaments, printed","7,627,881"
"54076111","Woven fab, dyed, 100% polyester, <77cm wide, >69-142 warp >31-71 filling, of non-tex singles yarn, 75-80dtx, 24 fil/yn, twist 900+ turns/m","76,610"
"54076119","Woven fab,dyed,85%+ non-tex poly. fil., <77cm wide, >69-142 warp >31-71 filling (not 100%poly. sin.yarn, 75-80dtx, 24 fil/yn & 900+ turns/m)","125,175"
"54076121","Woven fab,yn diff colors,<77cm wide, >69-142 warp, >31-71 filling, 100% poly.non-tex sin. yarn of 75-80 dtx., 24 fil/yn & twist 900+ turns/m","6,307"
"54076129","Woven fab,85%+ non-tex poly,yn diff colors,<77cm wide,>69-142 warp,>31-71 filling (not 100%poly sin yarn, 75-80dtx,24 fil/yn & 900+ turns/m)","210,585"
"54076191","Woven fab, 85%+ non-tex poly fil, wholly of polyester, of single yarns 75-80 decitex, 24 fil/yarn & a twist of 900 or more turns/m","56,283"
"54076199","Woven fab, of 85%+ non-text. polyester filaments, nesoi (not wholly polyester single yarns, 75-80 dtx, 24 fil/yarn & twist 900+ turns/m)","49,109,153"
"54076910","Woven fab, containing 85%+ by wt of polyester filaments nesoi, unbleached or bleached","1,003,332"
"54076920","Woven fab, containing 85%+ by wt of polyester filaments nesoi, dyed","6,562,248"
"54076930","Woven fab, cont. 85%+ by wt polyester filaments nesoi, thread count >69-142/cm in warp & >31-71/cm filling, of yarns of diff. colors","511,349"
"54076940","Woven fab, containing 85%+ by wt polyester filaments nesoi, of yarns of different colors, nesoi","5,291,053"
"54076990","Woven fab, containing 85%+ by wt polyester filaments nesoi, printed","2,356,310"
"54077100","Woven fabrics, containing 85 percent or more by weight of synthetic filaments, unbleached or bleached","589,990"
"54077200","Woven fabrics, containing 85 percent or more by weight of synthetic filaments, dyed","1,170,705"
"54077310","Woven fabrics, cont. 85% or more syn. filaments by weight, thread count >69-142/cm warp and >31-71/cm filling, of different colored yarns","264,308"
"54077320","Woven fabrics, containing 85% or more by weight of synthetic filaments, of yarns of different colors, nesoi","4,587,408"
"54077400","Woven fabrics, containing 85 percent or more by weight of synthetic filaments, printed","244,412"
"54078100","Woven fabrics, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, unbleached or bleached","327,134"
"54078200","Woven fabrics, containing less than 85 percent by weight of synthetic filaments, mixed mainly or solely with cotton, dyed","1,916,509"
"54078300","Woven fabrics, less than 85 percent by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colors","1,194,989"
"54078400","Woven fabrics, containing less than 85 percent by weight of synthetic filaments, mixed mainly or solely with cotton, printed","247,048"
"54079110","Woven fabrics of synthetic filament yarn nesoi, mixed mainly or solely with wool or fine animal hair, unbleached or bleached, nesoi","24,241"
"54079120","Woven fabrics of synthetic filament yarn nesoi, unbleached or bleached, nesoi","392,604"
"54079205","Woven fabrics of synthetic filament yarn nesoi, containing 36 percent or more by weight of wool or fine animal hair, dyed","53,092"
"54079210","Woven fabrics of synthetic filament yarn nesoi, mixed mainly or solely with wool or fine animal hair, cont. <36% wool/fine animal hair, dyed","19,937"
"54079220","Woven fabrics of synthetic filament yarn nesoi, dyed, nesoi","4,210,940"
"54079305","Woven fabrics of synthetic filament yarn nesoi, containing 36% or more by weight of wool or fine animal hair, of yarns of different colors","2,422"
"54079310","Woven fabrics of synthetic filament yarn nesoi, mixed mainly or solely with wool or fine animal hair, of yarns of different colors, nesoi","49,584"
"54079315","Woven fabrics, cont. 85% or more of man-made filaments, thread count >69-142/cm warp and >31-71/cm filling, of different colored yarns","22,987"
"54079320","Woven fabrics of synthetic filament yarn nesoi, of yarns of different colors, nesoi","10,458,871"
"54079410","Woven fabrics of synthetic filament yarn nesoi, mixed mainly/solely with wool/fine animal hair, contain < 36% wool/fine animal hair, printed","95,738"
"54079420","Woven fabrics of synthetic filament yarn nesoi, printed, nesoi","1,309,422"
"54081000","Woven fabrics obtained from high tenacity yarn, of viscose rayon","225,312"
"54082100","Woven fabrics, containing 85 percent or more by weight of artificial filament or strip or the like, unbleached or bleached","141,621"
"54082210","Woven fabric, 85%+ artificial filament or strip or the like, dyed, of cuprammonium rayon","8,801"
"54082290","Woven fabric, 85%+ artificial filament or strip or the like, dyed, not of cuprammonium rayon, nesoi","1,445,259"
"54082311","Woven fabric, 85%+ artificial filament/strip, of yarns of different colors,> 69-142 warp & > 31-71 filling yarns, of cupra/rayon, nesoi","2,585"
"54082319","Woven fabric, 85%+ artificial filament/strip, of yarns of different colors,> 69-142 warp & > 31-71 filling yarns, not of cupra/rayon, nesoi","7,549"
"54082321","Woven fabric, 85%+ artificial filament/strip, of yarns of different colors, not 69-142 warp & 31-71 filling yarns, of cupra/rayon, nesoi","383"
"54082329","Woven fabric, 85%+ artificial filament/strip, of yarns of different colors, not 69-142 warp & 31-71 filling yarns, not of cupra/rayon, nesoi","69,097"
"54082410","Woven fabric, 85%+ artificial filament/strip, printed, of cuprammonium rayon, nesoi","15,559"
"54082490","Woven fabric, 85%+ artificial filament/strip, printed, not of cuprammonium rayon, nesoi","1,187,722"
"54083110","Woven fabrics of artificial filament yarn nesoi, mixed mainly or solely with wool or fine animal hair, unbleached or bleached, nesoi","19,440"
"54083120","Woven fabrics of artificial filament yarn nesoi, unbleached or bleached, nesoi","381,061"
"54083210","Woven fabrics of artificial filament yarn nesoi, mixed mainly or solely with wool or fine animal hair, dyed, nesoi","8,285"
"54083230","Woven fabrics of artificial filament yarn nesoi, dyed, 30 percent or more by wt of silk or silk waste, valued over $33/kg","9,851"
"54083290","Woven fabrics of artificial filament yarn nesoi, dyed, nesoi","1,029,419"
"54083305","Woven fabrics of artificial filament yarn nesoi, containing 36% or more by wt of wool or fine animal hair, of yarns of different colors","1,836"
"54083310","Woven fabrics of artificial filament yarn nesoi, mixed mainly or solely with wool or fine animal hair, of yarns of different colors, nesoi","1,800"
"54083315","Woven fabrics cont. 85% or more mm filaments nesoi, thread count > 69-142/cm warp and > 31-71/cm filling, of different colored yarns","19,951"
"54083390","Woven fabrics of artificial filament yarn nesoi, of yarns of different colors, nesoi","225,798"
"54083410","Woven fabrics of artificial filament yarn nesoi, mixed mainly or solely with wool or fine animal hair, printed, nesoi","7,501"
"54083430","Woven fabrics of artificial filament yarn nesoi, printed, 30 percent or more by weight of silk or silk waste, valued over $33/kg","59,501"
"54083490","Woven fabrics of artificial filament yarn nesoi, printed, nesoi","177,517"
"55011000","Synthetic filament tow of nylon or other polyamides","112,176"
"55012000","Synthetic filament tow of polyesters","1,244,682"
"55013000","Synthetic filament tow of acrylic or modacrylic","2,280"
"55014000","Synthetic filament tow, of polypropylene","1,654,750"
"55019001","Synthetic filament tow, nesoi","2,413"
"55021000","Artificial filament tow of cellulose acetate","56,438"
"55029000","Artificial filament tow other than of cellulose acetate","108,405"
"55031100","Synthetic staple fibers, n/carded, combed or otherwise processed for spinning, of aramids","2,237,310"
"55031910","Synthetic staple fibers, n/carded, combed or otherwise processed for spinning, of nylon/other polyamides (except aramids), cont 10% or more","3,323,600"
"55031990","Synthetic staple fibers, n/carded, combed or otherwise processed for spinning, of nylon or other polyamides (except aramids), nesoi","101,097"
"55032000","Synthetic staple fibers, not carded, combed or otherwise processed for spinning, of polyesters","150,201,512"
"55033000","Synthetic (acrylic or modacrylic) staple fibers, not carded, combed or otherwise processed for spinning","508,168"
