name,ave_retweet,ave_favorite,retweet_count,favorite_count,tweet_count,state,district_N,party,abbreviation,district_key
Russ Fulcher,2.207547169811321,6.566037735849058,234,696,106,Idaho,01,Republican,ID,ID-01
Ryan McAdams,1.2916666666666667,3.09375,124,297,96,Virginia,04,Republican,VA,VA-04
Ryan Trundle,2.296,4.272,287,534,125,Louisiana,04,Democratic,LA,LA-04
Ryan Watts,13.79415501905972,25.581956797966967,10856,20133,787,North Carolina,06,Democratic,NC,NC-06
Salud Carbajal,2.0588235294117645,5.470588235294118,35,93,17,California,24,Democratic,CA,CA-24
Salvatore Caiozzo,1.4285714285714286,3.612244897959184,140,354,98,Rhode Island,02,Republican,RI,RI-02
Sanjay Patel,10.556420233463037,19.902723735408557,2713,5115,257,Florida,08,Democratic,FL,FL-08
Sara Dady,11.13258426966292,23.725842696629208,4954,10558,445,Illinois,16,Democratic,IL,IL-16
Sarah Smith,33.62213740458015,107.45229007633587,35236,112610,1048,Washington,09,Democratic,WA,WA-09
Scott DesJarlais,0.2,1.2,2,12,10,Tennessee,04,Republican,TN,TN-04
Scott Peters,0.9,3.8333333333333335,27,115,30,California,52,Democratic,CA,CA-52
Scott Taylor,13.074589127686473,47.89633375474084,10342,37886,791,Virginia,02,Republican,VA,VA-02
Scott Tipton,0.6896551724137931,1.4827586206896552,20,43,29,Colorado,03,Republican,CO,CO-03
Scott Wallace,20.91545189504373,39.542274052478135,7174,13563,343,Pennsylvania,01,Democratic,PA,PA-01
Sean Carrigan,88.57538461538462,132.42,57574,86073,650,South Carolina,02,Democratic,SC,SC-02
Sean Casten,18.61976439790576,56.2140052356021,28451,85895,1528,Illinois,06,Democratic,IL,IL-06
Sean Duffy,3.787878787878788,11.56060606060606,1000,3052,264,Wisconsin,07,Republican,WI,WI-07
Sean Flynn,3.7523364485981303,10.523364485981308,803,2252,214,California,31,Republican,CA,CA-31
Seth Grossman,7.8257142857142865,10.497142857142855,2739,3674,350,New Jersey,02,Republican,NJ,NJ-02
Seth Hall,5.3474387527839635,8.538975501113585,2401,3834,449,Kentucky,04,Democratic,KY,KY-04
Seth Moulton,114.37042062415196,488.7720488466757,84291,360225,737,Massachusetts,06,Democratic,MA,MA-06
Sharice Davids,81.33916849015317,204.72538293216633,74344,187119,914,Kansas,03,Democratic,KS,KS-03
Shawna Roberts,4.6117136659436015,14.232104121475055,6378,19683,1383,Ohio,06,Democratic,OH,OH-06
Shireen Ghorbani,14.737276478679506,31.221458046767534,32142,68094,2181,Utah,02,Democratic,UT,UT-02
Shirley McKellar,10.951781970649895,13.174004192872115,5224,6284,477,Texas,01,Democratic,TX,TX-01
Steny Hoyer,2.1724137931034484,5.517241379310344,126,320,58,Maryland,05,Democratic,MD,MD-05
Stephanie Murphy,10.566666666666666,34.0375,2536,8169,240,Florida,07,Democratic,FL,FL-07
Stephany Rose Spaulding,6.422839506172839,16.790123456790127,2081,5440,324,Colorado,05,Democratic,CO,CO-05
Steve Chabot,7.172413793103447,14.551724137931034,208,422,29,Ohio,01,Republican,OH,OH-01
Steve Cohen,2.2954545454545454,4.068181818181818,101,179,44,Tennessee,09,Democratic,TN,TN-09
Steve Ferrara,6.989247311827956,16.7921146953405,1950,4685,279,Arizona,09,Republican,AZ,AZ-09
Steve King,530.7242339832869,1196.991643454039,190530,429720,359,Iowa,04,Republican,IA,IA-04
Steve Negron,8.125,14.125,1755,3051,216,New Hampshire,02,Republican,NH,NH-02
Steve Scalise,2.5,22.16666666666667,15,133,6,Louisiana,01,Republican,LA,LA-01
Steve Stivers,2.5581395348837206,9.930232558139538,110,427,43,Ohio,15,Republican,OH,OH-15
Steve Toft,1.103896103896104,2.941558441558441,340,906,308,Wisconsin,03,Republican,WI,WI-03
Steve Von Loor,52.59507042253521,70.15492957746478,29874,39848,568,North Carolina,04,Republican,NC,NC-04
Steve Watkins,8.046153846153848,19.7948717948718,1569,3860,195,Kansas,02,Republican,KS,KS-02
Steve Womack,1.2045454545454546,5.295454545454546,53,233,44,Arkansas,03,Republican,AR,AR-03
Steven David,4.050269299820466,10.937163375224417,2256,6092,557,Texas,08,Democratic,TX,TX-08
Susan Boser,6.752941176470588,10.370588235294116,1148,1763,170,Pennsylvania,15,Democratic,PA,PA-15
Susan Brooks,1.6,8.15,32,163,20,Indiana,05,Republican,IN,IN-05
Susan Moran Palmer,6.102439024390245,18.87804878048781,1251,3870,205,Ohio,16,Democratic,OH,OH-16
Susan Wild,11.185714285714283,21.56571428571429,3915,7548,350,Pennsylvania,07,Democratic,PA,PA-07
Susie Lee,6.063444108761329,17.77240684793555,6021,17648,993,Nevada,03,Democratic,NV,NV-03
Suzan DelBene,1.1264367816091954,4.448275862068964,196,774,174,Washington,01,Democratic,WA,WA-01
Sylvia Garcia,7.844086021505376,17.976344086021506,7295,16718,930,Texas,29,Democratic,TX,TX-29
TJ Cox,15.101030927835051,29.28041237113402,7324,14201,485,California,21,Democratic,CA,CA-21
Tabitha Isner,17.929286190793864,34.15276851234156,26876,51195,1499,Alabama,02,Democratic,AL,AL-02
Talley Sergent,7.275862068965517,21.134301270417424,4009,11645,551,West Virginia,02,Democratic,WV,WV-02
Tammy Savoie,6.741839762611276,19.225519287833823,2272,6479,337,Louisiana,01,Democratic,LA,LA-01
Tatiana Matta,5.588486140724948,16.294243070362473,2621,7642,469,California,23,Democratic,CA,CA-23
Ted Budd,4.334841628959276,10.28054298642534,958,2272,221,North Carolina,13,Republican,NC,NC-13
Ted Deutch,147.58278145695363,565.3443708609271,44570,170734,302,Florida,22,Democratic,FL,FL-22
Tedra Cobb,8.833641404805913,23.03327171903882,4779,12461,541,New York,21,Democratic,NY,NY-21
Terri Sewell,3.7647058823529416,7.745098039215686,384,790,102,Alabama,07,Democratic,AL,AL-07
Theresa Gasper,7.125581395348838,20.409302325581397,1532,4388,215,Ohio,10,Democratic,OH,OH-10
Thomas Massie,0.0,5.0,0,5,1,Kentucky,04,Republican,KY,KY-04
Thomas Oh,2.2548387096774194,5.441935483870967,699,1687,310,Virginia,08,Republican,VA,VA-08
Tim Burchett,4.9594855305466226,36.62636655948553,15424,113908,3110,Tennessee,02,Republican,TN,TN-02
Tim Donnelly,41.615638766519815,87.24449339207048,37787,79218,908,California,08,Republican,CA,CA-08
Tim Gilpin,0.9533333333333334,2.6933333333333334,143,404,150,Oklahoma,01,Democratic,OK,OK-01
Tim Ryan,11.88265306122449,39.53061224489796,6987,23244,588,Ohio,13,Democratic,OH,OH-13
Tim Walberg,0.2,1.6,7,56,35,Michigan,07,Republican,MI,MI-07
Timothy Bjorkman,4.879350348027843,10.357308584686775,2103,4464,431,South Dakota,00,Democratic,SD,SD-00
Tobi Beck,13.220430107526882,27.39516129032258,4918,10191,372,Indiana,04,Democratic,IN,IN-04
Todd Litton,6.073394495412844,16.48165137614679,2648,7186,436,Texas,02,Democratic,TX,TX-02
Tom Emmer,3.7362318840579714,13.104347826086956,1289,4521,345,Minnesota,06,Republican,MN,MN-06
Tom Graves,3.571428571428572,8.392857142857142,200,470,56,Georgia,14,Republican,GA,GA-14
Tom MacArthur,16.15,39.55,323,791,20,New Jersey,03,Republican,NJ,NJ-03
Tom Malinowski,39.54862842892768,107.7705735660848,15859,43216,401,New Jersey,07,Democratic,NJ,NJ-07
Tom McClintock,1.8608695652173912,5.3478260869565215,214,615,115,California,04,Republican,CA,CA-04
Tom O'Halleran,10.173469387755102,18.632653061224488,997,1826,98,Arizona,01,Democratic,AZ,AZ-01
Tom Palzewicz,7.301916932907348,14.076677316293928,4571,8812,626,Wisconsin,05,Democratic,WI,WI-05
Tom Reed,0.6382978723404256,1.9858156028368796,90,280,141,New York,23,Republican,NY,NY-23
Tom Rice,1.3333333333333333,2.5,8,15,6,South Carolina,07,Republican,SC,SC-07
Tom Suozzi,2.064516129032258,7.774193548387097,256,964,124,New York,03,Democratic,NY,NY-03
Tony Cardenas,0.3448275862068966,1.4827586206896552,10,43,29,California,29,Democratic,CA,CA-29
Tracy Lovvorn,2.782608695652174,5.539130434782609,320,637,115,Massachusetts,02,Republican,MA,MA-02
Tracy Mitrano,10.270018621973929,21.66666666666667,5515,11635,537,New York,23,Democratic,NY,NY-23
Travis Wines,1.5484764542936291,6.102493074792244,559,2203,361,Michigan,05,Republican,MI,MI-05
Trey Hollingsworth,2.9375,11.6875,47,187,16,Indiana,09,Republican,IN,IN-09
Troy Balderson,36.06185567010309,86.49828178694159,10494,25171,291,Ohio,12,Republican,OH,OH-12
Tulsi Gabbard,251.16642754662843,608.0358680057387,175063,423801,697,Hawaii,02,Democratic,HI,HI-02
Val Demings,0.8,2.8,4,14,5,Florida,10,Democratic,FL,FL-10
Van Taylor,3.26510067114094,12.177852348993287,973,3629,298,Texas,03,Republican,TX,TX-03
Vanessa Adia,11.714046822742475,29.866220735785948,7005,17860,598,Texas,12,Democratic,TX,TX-12
Vanessa Enoch,7.108374384236453,12.913793103448276,5772,10486,812,Ohio,08,Democratic,OH,OH-08
Vangie Williams,10.0401376146789,22.95068807339449,8755,20013,872,Virginia,01,Democratic,VA,VA-01
Veronica Escobar,12.532237673830593,41.331226295828074,9913,32693,791,Texas,16,Democratic,TX,TX-16
Vickie Yates Glisson,2.8551724137931034,10.717241379310343,414,1554,145,Kentucky,03,Republican,KY,KY-03
Vicky Hartzler,1.1440000000000001,3.8560000000000003,143,482,125,Missouri,04,Republican,MO,MO-04
Virginia Foxx,1.8846153846153848,3.5,49,91,26,North Carolina,05,Republican,NC,NC-05
Virginia Fuller,0.7647058823529411,1.3294117647058823,65,113,85,Florida,05,Republican,FL,FL-05
Walter Jones,0.27586206896551724,1.1551724137931034,16,67,58,North Carolina,03,Republican,NC,NC-03
Warren Davidson,0.0,1.0,0,1,1,Ohio,08,Republican,OH,OH-08
Wayne Liebnitzky,4.782608695652174,6.521739130434782,220,300,46,Florida,09,Republican,FL,FL-09
Wendy Rogers,7.324137931034483,11.332758620689654,4248,6573,580,Arizona,01,Republican,AZ,AZ-01
Will Hurd,2.4230769230769234,9.288461538461537,126,483,52,Texas,23,Republican,TX,TX-23
William Devine III,0.0,0.13333333333333333,0,4,30,Maryland,05,Republican,MD,MD-05
William Tanoos,6.132075471698112,14.537735849056606,1300,3082,212,Indiana,08,Democratic,IN,IN-08
William Timmons,3.0,11.61904761904762,126,488,42,South Carolina,04,Republican,SC,SC-04
Xochitl Torres Small,14.654708520179375,42.565022421524674,3268,9492,223,New Mexico,02,Democratic,NM,NM-02
Young Kim,9.512345679012343,20.11111111111111,1541,3258,162,California,39,Republican,CA,CA-39
Yvette Clarke,2.1970443349753697,7.266009852216749,446,1475,203,New York,09,Democratic,NY,NY-09
Yvette Herrell,12.047619047619047,21.752380952380953,1265,2284,105,New Mexico,02,Republican,NM,NM-02
Yvonne Hayes Hinson,1.5948275862068966,4.732758620689656,185,549,116,Florida,03,Democratic,FL,FL-03
Zoe Lofgren,0.4705882352941176,1.4117647058823528,8,24,17,California,19,Democratic,CA,CA-19
